Country,Site,latitude_longitude,ServiceLine,Baseline,DeliveryType
New Zealand,Avondale,"-36.894517,174.696524",FM management & administration,"29,734.00",Self Delivery
India,Baddi,"30.957826,76.791356",Grounds Maintenance,"8,751.00",Self Delivery
New Zealand,Dunedin,"-45.87876,170.502798",Employee Convenience Services,"7,364.00",Self Delivery
Australia,State Sales Offices,"-37.814107,144.96328",FM management & administration,"7,108.00",Self Delivery
Australia,Port Melbourne,"-37.836926,144.94455",M&E Equipment,768.19,Subcontract
Australia,Claremont,"-31.981633,115.781288",FM management & administration,"15,397.00",Self Delivery
Singapore,Keppel Bay Towers,"1.352083,103.819836",FM management & administration,"15,397.00",Self Delivery
India,Baddi,"30.957826,76.791356",Grounds Maintenance,"12,080.00",Self Delivery
New Zealand,Auckland DC,"-36.84846,174.763332",Employee Convenience Services,"7,256.00",Self Delivery
Australia,Dandenong VDC,"-37.98746,145.214861","E, H, S & Q, compliance","7,003.00",Self Delivery
New Zealand,Avondale,"-36.894517,174.696524",Grounds Maintenance,"14,665.00",Self Delivery
Singapore,Keppel Bay Towers,"1.352083,103.819836",Reprographics & Stationery,751.4,Subcontract
Australia,State Sales Offices,"-37.814107,144.96328",Grounds Maintenance,"19,602.00",Self Delivery
Thailand,Lad Krabang,"13.722049,100.784157",Catering,743.24,Subcontract
Australia,Ringwood,"-37.814262,145.227386",Grounds Maintenance,"25,216.00",Self Delivery
Thailand,Lad Krabang,"13.722049,100.784157",FM management & administration,"25,216.00",Self Delivery
Australia,Dandenong VDC,"-37.98746,145.214861",Grounds Maintenance,"7,451.00",Self Delivery
Australia,Claremont,"-31.981633,115.781288",FM management & administration,"14,711.00",Self Delivery
India,Baddi,"30.957826,76.791356",FM management & administration,"7,636.00",Self Delivery
India,Mumbai EC,"19.030029,72.861308","E, H, S & Q, compliance","9,394.00",Self Delivery
India,Mumbai EC,"19.030029,72.861308",Grounds Maintenance,"9,045.00",Self Delivery
New Zealand,Dunedin,"-45.87876,170.502798",Employee Convenience Services,"8,863.00",Self Delivery
Singapore,Jurong,"1.364434,103.775263",Grounds Maintenance,"14,711.00",Self Delivery
India,Mumbai EC,"19.030029,72.861308","E, H, S & Q, compliance","8,099.00",Self Delivery
India,Mumbai EC,"19.030029,72.861308",Grounds Maintenance,"14,180.00",Self Delivery
Australia,Scoresby,"-37.898567,145.230362","E, H, S & Q, compliance","8,783.00",Self Delivery
New Zealand,Auckland DC,"-36.84846,174.763332",Grounds Maintenance,"14,368.00",Self Delivery
India,Mumbai EC,"19.030029,72.861308",Document Management,"4,866.00",Self Delivery
New Zealand,Dunedin,"-45.87876,170.502798",Grounds Maintenance,"26,575.00",Self Delivery
Australia,Port Melbourne,"-37.836926,144.94455",Grounds Maintenance,"23,229.00",Self Delivery
Australia,Ringwood,"-37.814262,145.227386",Document Management,"9,051.00",Self Delivery
New Zealand,Dunedin,"-45.87876,170.502798",Grounds Maintenance,"8,432.00",Self Delivery
Singapore,Keppel Bay Towers,"1.352083,103.819836",Fire and Security Equipment,711.86,Subcontract
Australia,Ringwood,"-37.814262,145.227386",FM management & administration,"23,039.00",Self Delivery
Singapore,Keppel Bay Towers,"1.352083,103.819836",Grounds Maintenance,"23,039.00",Self Delivery
India,Baddi,"30.957826,76.791356",FM management & administration,707.9,Self Delivery
India,Baddi,"30.957826,76.791356",Fire and Security Equipment,691.05,Subcontract
Australia,South Wharf,"-37.824997,144.951999",FM management & administration,"26,070.00",Self Delivery
Australia,State Sales Offices,"-37.814107,144.96328",Grounds Maintenance,"17,685.00",Self Delivery
Australia,State Sales Offices,"-37.814107,144.96328",Grounds Maintenance,"17,094.00",Self Delivery
Thailand,Lad Krabang,"13.722049,100.784157",Cleaning,659.2,Subcontract
Australia,Port Melbourne,"-37.836926,144.94455",Document Management,"5,515.00",Self Delivery
New Zealand,Dunedin,"-45.87876,170.502798",Grounds Maintenance,"23,855.00",Self Delivery
New Zealand,Avondale,"-36.894517,174.696524",Document Management,"4,044.00",Self Delivery
New Zealand,Dunedin,"-45.87876,170.502798",FM management & administration,"26,987.00",Self Delivery
Australia,State Sales Offices,"-37.814107,144.96328",Document Management,"4,833.00",Self Delivery
New Zealand,Auckland DC,"-36.84846,174.763332",FM management & administration,"25,100.00",Self Delivery
Australia,South Wharf,"-37.824997,144.951999","E, H, S & Q, compliance","6,640.00",Self Delivery
New Zealand,Avondale,"-36.894517,174.696524",FM management & administration,"29,183.00",Self Delivery
Australia,State Sales Offices,"-37.814107,144.96328",FM management & administration,"15,989.00",Self Delivery
New Zealand,Dunedin,"-45.87876,170.502798",Document Management,"3,769.00",Self Delivery
New Zealand,Dunedin,"-45.87876,170.502798",FM management & administration,"14,582.00",Self Delivery
Singapore,Jurong,"1.364434,103.775263",FM management & administration,"14,658.00",Self Delivery
Singapore,Keppel Bay Towers,"1.352083,103.819836","E, H, S & Q, compliance","9,487.00",Self Delivery
Thailand,Lad Krabang,"13.722049,100.784157",Employee Convenience Services,592.29,Self Delivery
Australia,Port Melbourne,"-37.836926,144.94455","E, H, S & Q, compliance","6,862.00",Self Delivery
New Zealand,Avondale,"-36.894517,174.696524",FM management & administration,"25,472.00",Self Delivery
India,Baddi,"30.957826,76.791356","E, H, S & Q, compliance","7,183.00",Self Delivery
India,Mumbai EC,"19.030029,72.861308",FM management & administration,"11,621.00",Self Delivery
Australia,Dandenong VDC,"-37.98746,145.214861",FM management & administration,"26,446.00",Self Delivery
Australia,Claremont,"-31.981633,115.781288",FM management & administration,"10,320.00",Self Delivery
Australia,Scoresby,"-37.898567,145.230362",FM management & administration,"10,320.00",Self Delivery
Australia,Port Melbourne,"-37.836926,144.94455",Grounds Maintenance,"8,138.00",Self Delivery
India,Baddi,"30.957826,76.791356",Employee Convenience Services,"9,302.00",Self Delivery
India,Mumbai EC,"19.030029,72.861308",FM management & administration,"14,789.00",Self Delivery
Australia,Dandenong VDC,"-37.98746,145.214861",FM management & administration,"7,841.00",Self Delivery
Singapore,Jurong,"1.364434,103.775263",Cleaning,529.94,Subcontract
Australia,Claremont,"-31.981633,115.781288",Employee Convenience Services,"6,913.00",Self Delivery
New Zealand,Auckland DC,"-36.84846,174.763332",FM management & administration,"14,098.00",Self Delivery
Singapore,Jurong,"1.364434,103.775263",M&E Equipment,511.75,Subcontract
Australia,State Sales Offices,"-37.814107,144.96328","E, H, S & Q, compliance","6,962.00",Self Delivery
India,Baddi,"30.957826,76.791356",FM management & administration,"27,772.00",Self Delivery
Australia,Port Melbourne,"-37.836926,144.94455",FM management & administration,"12,626.00",Self Delivery
Australia,Dandenong VDC,"-37.98746,145.214861",FM management & administration,"25,229.00",Self Delivery
Australia,Claremont,"-31.981633,115.781288",Mail Room & Reception,"4,445.00",Self Delivery
India,Baddi,"30.957826,76.791356","Meetings, Communications, Events","4,445.00",Self Delivery
Australia,Port Melbourne,"-37.836926,144.94455","Meetings, Communications, Events","3,017.00",Self Delivery
New Zealand,Avondale,"-36.894517,174.696524","Meetings, Communications, Events","4,931.00",Self Delivery
Thailand,Lad Krabang,"13.722049,100.784157",Mail Room & Reception,"3,017.00",Self Delivery
New Zealand,Dunedin,"-45.87876,170.502798",Catering,487.89,Subcontract
New Zealand,Dunedin,"-45.87876,170.502798",Mail Room & Reception,"3,434.00",Self Delivery
Australia,State Sales Offices,"-37.814107,144.96328",Employee Convenience Services,"7,795.00",Self Delivery
India,Baddi,"30.957826,76.791356",FM management & administration,"7,139.00",Self Delivery
Australia,Dandenong VDC,"-37.98746,145.214861",Mail Room & Reception,"5,350.00",Self Delivery
Australia,South Wharf,"-37.824997,144.951999","Meetings, Communications, Events","2,862.00",Self Delivery
Australia,South Wharf,"-37.824997,144.951999",Mail Room & Reception,"3,757.00",Self Delivery
Australia,Ringwood,"-37.814262,145.227386",Mail Room & Reception,"4,286.00",Self Delivery
India,Mumbai EC,"19.030029,72.861308","Meetings, Communications, Events","4,286.00",Self Delivery
Australia,Dandenong VDC,"-37.98746,145.214861",Real Estate & Property management,"4,905.00",Self Delivery
New Zealand,Dunedin,"-45.87876,170.502798","Meetings, Communications, Events","2,859.00",Self Delivery
Australia,Dandenong VDC,"-37.98746,145.214861","Meetings, Communications, Events","4,922.00",Self Delivery
Australia,State Sales Offices,"-37.814107,144.96328",Mail Room & Reception,"3,349.00",Self Delivery
Australia,Scoresby,"-37.898567,145.230362","Meetings, Communications, Events","3,665.00",Self Delivery
Singapore,Jurong,"1.364434,103.775263",Real Estate & Property management,"3,665.00",Self Delivery
Australia,Port Melbourne,"-37.836926,144.94455",M&E Equipment,449.13,Subcontract
Singapore,Jurong,"1.364434,103.775263",FM management & administration,"29,059.00",Self Delivery
Singapore,Keppel Bay Towers,"1.352083,103.819836","E, H, S & Q, compliance","7,275.00",Self Delivery
Australia,Scoresby,"-37.898567,145.230362",Mail Room & Reception,"2,517.00",Self Delivery
Australia,Scoresby,"-37.898567,145.230362","Meetings, Communications, Events","4,683.00",Self Delivery
Singapore,Jurong,"1.364434,103.775263",Mail Room & Reception,"2,517.00",Self Delivery
Singapore,Jurong,"1.364434,103.775263","Meetings, Communications, Events","4,683.00",Self Delivery
Australia,Scoresby,"-37.898567,145.230362",Grounds Maintenance,"29,393.00",Self Delivery
Australia,Dandenong VDC,"-37.98746,145.214861",Document Management,"9,311.00",Self Delivery
New Zealand,Dunedin,"-45.87876,170.502798",Grounds Maintenance,"6,598.00",Self Delivery
Australia,Claremont,"-31.981633,115.781288","Meetings, Communications, Events","3,804.00",Self Delivery
India,Baddi,"30.957826,76.791356",Projects,"3,804.00",Self Delivery
New Zealand,Auckland DC,"-36.84846,174.763332",Real Estate & Property management,"4,142.00",Self Delivery
India,Baddi,"30.957826,76.791356",Mail Room & Reception,"2,938.00",Self Delivery
New Zealand,Dunedin,"-45.87876,170.502798",FM management & administration,"16,189.00",Self Delivery
Thailand,Lad Krabang,"13.722049,100.784157",Document Management,"3,635.00",Self Delivery
New Zealand,Avondale,"-36.894517,174.696524",Mail Room & Reception,"2,927.00",Self Delivery
Singapore,Jurong,"1.364434,103.775263",M&E Equipment,427.11,Subcontract
New Zealand,Avondale,"-36.894517,174.696524","Meetings, Communications, Events","3,680.00",Self Delivery
Australia,State Sales Offices,"-37.814107,144.96328",Mail Room & Reception,"4,809.00",Self Delivery
New Zealand,Dunedin,"-45.87876,170.502798",Mail Room & Reception,"3,221.00",Self Delivery
Australia,Scoresby,"-37.898567,145.230362",Projects,"3,270.00",Self Delivery
Singapore,Keppel Bay Towers,"1.352083,103.819836",Mail Room & Reception,"3,270.00",Self Delivery
Australia,Ringwood,"-37.814262,145.227386",Employee Convenience Services,"7,370.00",Self Delivery
New Zealand,Auckland DC,"-36.84846,174.763332",FM management & administration,"10,178.00",Self Delivery
Australia,State Sales Offices,"-37.814107,144.96328",Projects,"3,346.00",Self Delivery
New Zealand,Avondale,"-36.894517,174.696524",Mail Room & Reception,"2,998.00",Self Delivery
Australia,Port Melbourne,"-37.836926,144.94455",Mail Room & Reception,"2,866.00",Self Delivery
Singapore,Keppel Bay Towers,"1.352083,103.819836",Real Estate & Property management,"2,866.00",Self Delivery
Australia,State Sales Offices,"-37.814107,144.96328",Projects,"2,467.00",Self Delivery
Australia,Scoresby,"-37.898567,145.230362",Mail Room & Reception,"4,991.00",Self Delivery
Singapore,Jurong,"1.364434,103.775263","Meetings, Communications, Events","4,991.00",Self Delivery
Australia,Claremont,"-31.981633,115.781288","Meetings, Communications, Events","2,567.00",Self Delivery
India,Baddi,"30.957826,76.791356",Projects,"2,567.00",Self Delivery
India,Mumbai EC,"19.030029,72.861308",Employee Convenience Services,"7,020.00",Self Delivery
India,Mumbai EC,"19.030029,72.861308",Grounds Maintenance,"7,686.00",Self Delivery
Australia,Port Melbourne,"-37.836926,144.94455",M&E Equipment,390.55,Subcontract
Australia,Dandenong VDC,"-37.98746,145.214861",Grounds Maintenance,"15,330.00",Self Delivery
New Zealand,Auckland DC,"-36.84846,174.763332",Mail Room & Reception,"4,157.00",Self Delivery
Australia,Dandenong VDC,"-37.98746,145.214861","Meetings, Communications, Events","4,451.00",Self Delivery
Australia,Ringwood,"-37.814262,145.227386",Mail Room & Reception,"4,791.00",Self Delivery
India,Mumbai EC,"19.030029,72.861308",Mail Room & Reception,"4,791.00",Self Delivery
Australia,Scoresby,"-37.898567,145.230362",Projects,"3,902.00",Self Delivery
Singapore,Keppel Bay Towers,"1.352083,103.819836",Mail Room & Reception,"3,902.00",Self Delivery
New Zealand,Dunedin,"-45.87876,170.502798","Meetings, Communications, Events","4,541.00",Self Delivery
Australia,Claremont,"-31.981633,115.781288","Meetings, Communications, Events","5,062.00",Self Delivery
Australia,State Sales Offices,"-37.814107,144.96328","Meetings, Communications, Events","5,057.00",Self Delivery
India,Baddi,"30.957826,76.791356",Real Estate & Property management,"5,062.00",Self Delivery
New Zealand,Dunedin,"-45.87876,170.502798",Mail Room & Reception,"4,036.00",Self Delivery
Australia,State Sales Offices,"-37.814107,144.96328",FM management & administration,"14,412.00",Self Delivery
India,Baddi,"30.957826,76.791356",Mail Room & Reception,"4,555.00",Self Delivery
Australia,Dandenong VDC,"-37.98746,145.214861",FM management & administration,"8,666.00",Self Delivery
Australia,Ringwood,"-37.814262,145.227386",Mail Room & Reception,"3,815.00",Self Delivery
India,Mumbai EC,"19.030029,72.861308","Meetings, Communications, Events","3,815.00",Self Delivery
India,Baddi,"30.957826,76.791356",Mail Room & Reception,"3,053.00",Self Delivery
Australia,State Sales Offices,"-37.814107,144.96328",FM management & administration,"28,964.00",Self Delivery
Australia,Scoresby,"-37.898567,145.230362",FM management & administration,"13,996.00",Self Delivery
New Zealand,Dunedin,"-45.87876,170.502798",Building Fabric,344.03,Self Delivery
New Zealand,Dunedin,"-45.87876,170.502798",Projects,"2,604.00",Self Delivery
Australia,Ringwood,"-37.814262,145.227386",Projects,"4,501.00",Self Delivery
Singapore,Jurong,"1.364434,103.775263",Mail Room & Reception,"4,501.00",Self Delivery
Australia,South Wharf,"-37.824997,144.951999",FM management & administration,"7,174.00",Self Delivery
Australia,South Wharf,"-37.824997,144.951999",Projects,"4,726.00",Self Delivery
Australia,Claremont,"-31.981633,115.781288",Projects,"2,680.00",Self Delivery
India,Mumbai EC,"19.030029,72.861308",Mail Room & Reception,"2,680.00",Self Delivery
India,Baddi,"30.957826,76.791356",Mail Room & Reception,"5,315.00",Self Delivery
New Zealand,Avondale,"-36.894517,174.696524",Mail Room & Reception,"3,131.00",Self Delivery
Australia,Scoresby,"-37.898567,145.230362",Real Estate & Property management,"3,939.00",Self Delivery
Singapore,Keppel Bay Towers,"1.352083,103.819836","Meetings, Communications, Events","3,939.00",Self Delivery
Australia,Port Melbourne,"-37.836926,144.94455",FM management & administration,"10,653.00",Self Delivery
Australia,Dandenong VDC,"-37.98746,145.214861",Employee Convenience Services,"7,084.00",Self Delivery
New Zealand,Avondale,"-36.894517,174.696524",Grounds Maintenance,"10,073.00",Self Delivery
New Zealand,Avondale,"-36.894517,174.696524","Meetings, Communications, Events","3,082.00",Self Delivery
New Zealand,Auckland DC,"-36.84846,174.763332",Mail Room & Reception,"2,530.00",Self Delivery
Australia,Ringwood,"-37.814262,145.227386",Real Estate & Property management,"2,704.00",Self Delivery
Singapore,Jurong,"1.364434,103.775263",Mail Room & Reception,"2,704.00",Self Delivery
Australia,Dandenong VDC,"-37.98746,145.214861",Mail Room & Reception,"3,134.00",Self Delivery
Australia,Claremont,"-31.981633,115.781288",Projects,"4,031.00",Self Delivery
India,Mumbai EC,"19.030029,72.861308",Mail Room & Reception,"4,031.00",Self Delivery
Australia,Port Melbourne,"-37.836926,144.94455",M&E Equipment,299.16,Subcontract
Australia,South Wharf,"-37.824997,144.951999",Mail Room & Reception,"5,079.00",Self Delivery
Thailand,Lad Krabang,"13.722049,100.784157",Projects,"5,079.00",Self Delivery
Australia,Ringwood,"-37.814262,145.227386","Meetings, Communications, Events","3,158.00",Self Delivery
India,Mumbai EC,"19.030029,72.861308",Projects,"3,158.00",Self Delivery
Australia,Ringwood,"-37.814262,145.227386",Projects,"2,776.00",Self Delivery
India,Mumbai EC,"19.030029,72.861308",Real Estate & Property management,"2,776.00",Self Delivery
New Zealand,Auckland DC,"-36.84846,174.763332",Projects,"3,323.00",Self Delivery
Australia,State Sales Offices,"-37.814107,144.96328","Meetings, Communications, Events","3,269.00",Self Delivery
Australia,Ringwood,"-37.814262,145.227386",Building Fabric,279.3,Self Delivery
New Zealand,Auckland DC,"-36.84846,174.763332",Mail Room & Reception,"2,758.00",Self Delivery
New Zealand,Dunedin,"-45.87876,170.502798",Projects,"3,043.00",Self Delivery
Australia,Claremont,"-31.981633,115.781288",Mail Room & Reception,"2,438.00",Self Delivery
India,Baddi,"30.957826,76.791356","Meetings, Communications, Events","2,438.00",Self Delivery
Australia,Port Melbourne,"-37.836926,144.94455",Mail Room & Reception,"3,650.00",Self Delivery
Singapore,Keppel Bay Towers,"1.352083,103.819836","Meetings, Communications, Events","3,650.00",Self Delivery
Australia,State Sales Offices,"-37.814107,144.96328",Security,252.67,Subcontract
Australia,Scoresby,"-37.898567,145.230362","Meetings, Communications, Events","3,294.00",Self Delivery
Australia,Dandenong VDC,"-37.98746,145.214861",Mail Room & Reception,"3,296.00",Self Delivery
Singapore,Jurong,"1.364434,103.775263",Projects,"3,294.00",Self Delivery
Australia,State Sales Offices,"-37.814107,144.96328",Real Estate & Property management,"3,566.00",Self Delivery
Singapore,Jurong,"1.364434,103.775263",Building Fabric,234.12,Self Delivery
Australia,South Wharf,"-37.824997,144.951999","Meetings, Communications, Events","2,868.00",Self Delivery
Australia,Dandenong VDC,"-37.98746,145.214861",Mail Room & Reception,"3,074.00",Self Delivery
Australia,Dandenong VDC,"-37.98746,145.214861","Meetings, Communications, Events","4,708.00",Self Delivery
Australia,State Sales Offices,"-37.814107,144.96328",Mail Room & Reception,"3,565.00",Self Delivery
New Zealand,Auckland DC,"-36.84846,174.763332","Meetings, Communications, Events","2,735.00",Self Delivery
Australia,State Sales Offices,"-37.814107,144.96328","Meetings, Communications, Events","4,134.00",Self Delivery
Australia,South Wharf,"-37.824997,144.951999","Meetings, Communications, Events","2,751.00",Self Delivery
New Zealand,Avondale,"-36.894517,174.696524",Projects,"2,616.00",Self Delivery
India,Mumbai EC,"19.030029,72.861308",M&E Equipment,212.37,Subcontract
New Zealand,Dunedin,"-45.87876,170.502798",Mail Room & Reception,"3,553.00",Self Delivery
New Zealand,Avondale,"-36.894517,174.696524",Mail Room & Reception,"4,600.00",Self Delivery
Australia,South Wharf,"-37.824997,144.951999",Projects,"2,211.00",Self Delivery
Australia,Claremont,"-31.981633,115.781288",Mail Room & Reception,"3,104.00",Self Delivery
India,Baddi,"30.957826,76.791356","Meetings, Communications, Events","3,104.00",Self Delivery
Australia,Ringwood,"-37.814262,145.227386","Meetings, Communications, Events","2,520.00",Self Delivery
India,Mumbai EC,"19.030029,72.861308","Meetings, Communications, Events","2,520.00",Self Delivery
New Zealand,Avondale,"-36.894517,174.696524",Projects,"4,463.00",Self Delivery
Australia,Claremont,"-31.981633,115.781288",Real Estate & Property management,"4,340.00",Self Delivery
India,Mumbai EC,"19.030029,72.861308",Mail Room & Reception,"4,340.00",Self Delivery
Australia,Port Melbourne,"-37.836926,144.94455",Mail Room & Reception,"4,060.00",Self Delivery
Singapore,Keppel Bay Towers,"1.352083,103.819836",Projects,"4,060.00",Self Delivery
Australia,State Sales Offices,"-37.814107,144.96328",Mail Room & Reception,"4,764.00",Self Delivery
Australia,Port Melbourne,"-37.836926,144.94455",Projects,"2,843.00",Self Delivery
Thailand,Lad Krabang,"13.722049,100.784157","Meetings, Communications, Events","2,843.00",Self Delivery
Australia,South Wharf,"-37.824997,144.951999",Real Estate & Property management,"4,901.00",Self Delivery
Australia,Port Melbourne,"-37.836926,144.94455",Cleaning,156.22,Subcontract
Australia,Port Melbourne,"-37.836926,144.94455",Real Estate & Property management,"2,549.00",Self Delivery
Thailand,Lad Krabang,"13.722049,100.784157","Meetings, Communications, Events","2,549.00",Self Delivery
New Zealand,Dunedin,"-45.87876,170.502798","Meetings, Communications, Events","2,843.00",Self Delivery
New Zealand,Avondale,"-36.894517,174.696524",Real Estate & Property management,"4,688.00",Self Delivery
India,Baddi,"30.957826,76.791356",M&E Equipment,150.43,Subcontract
New Zealand,Auckland DC,"-36.84846,174.763332","Meetings, Communications, Events","2,491.00",Self Delivery
Australia,Dandenong VDC,"-37.98746,145.214861",Projects,"3,901.00",Self Delivery
Australia,Scoresby,"-37.898567,145.230362",Mail Room & Reception,"3,584.00",Self Delivery
New Zealand,Auckland DC,"-36.84846,174.763332",Mail Room & Reception,"3,283.00",Self Delivery
Singapore,Jurong,"1.364434,103.775263",Mail Room & Reception,"3,584.00",Self Delivery
Australia,Ringwood,"-37.814262,145.227386","Meetings, Communications, Events","2,356.00",Self Delivery
India,Mumbai EC,"19.030029,72.861308",Projects,"2,356.00",Self Delivery
New Zealand,Auckland DC,"-36.84846,174.763332",Projects,"3,710.00",Self Delivery
Australia,Port Melbourne,"-37.836926,144.94455",Projects,"3,479.00",Self Delivery
Thailand,Lad Krabang,"13.722049,100.784157","Meetings, Communications, Events","3,479.00",Self Delivery
Australia,South Wharf,"-37.824997,144.951999",Mail Room & Reception,"3,850.00",Self Delivery
Thailand,Lad Krabang,"13.722049,100.784157",Real Estate & Property management,"3,850.00",Self Delivery
Australia,Port Melbourne,"-37.836926,144.94455","Meetings, Communications, Events","3,119.00",Self Delivery
Thailand,Lad Krabang,"13.722049,100.784157",Mail Room & Reception,"3,119.00",Self Delivery
Singapore,Jurong,"1.364434,103.775263",M&E Equipment,118.64,Subcontract
Australia,Dandenong VDC,"-37.98746,145.214861",Projects,"3,130.00",Self Delivery
Australia,Port Melbourne,"-37.836926,144.94455",Mail Room & Reception,"3,521.00",Self Delivery
Singapore,Keppel Bay Towers,"1.352083,103.819836",Projects,"3,521.00",Self Delivery
Australia,Scoresby,"-37.898567,145.230362",Mail Room & Reception,"3,233.00",Self Delivery
Singapore,Jurong,"1.364434,103.775263","Meetings, Communications, Events","3,233.00",Self Delivery
Australia,Port Melbourne,"-37.836926,144.94455","Meetings, Communications, Events","2,935.00",Self Delivery
Thailand,Lad Krabang,"13.722049,100.784157",Mail Room & Reception,"2,935.00",Self Delivery
New Zealand,Dunedin,"-45.87876,170.502798",Real Estate & Property management,"3,885.00",Self Delivery
India,Baddi,"30.957826,76.791356",Reprographics & Stationery,99.16,Subcontract
Australia,Port Melbourne,"-37.836926,144.94455",Cleaning,98.42,Subcontract
India,Baddi,"30.957826,76.791356",Reprographics & Stationery,77.87,Subcontract
Singapore,Jurong,"1.364434,103.775263","E, H, S & Q, compliance",75.93,Self Delivery
Singapore,Jurong,"1.364434,103.775263",Reprographics & Stationery,39.63,Subcontract
Singapore,Jurong,"1.364434,103.775263",M&E Equipment,39.55,Subcontract
India,Mumbai EC,"19.030029,72.861308",Cleaning,"21,447.30",Subcontract
India,Mumbai EC,"19.030029,72.861308",Catering,"4,731.62",Subcontract
India,Baddi,"30.957826,76.791356",Cleaning,0,Subcontract
Australia,Claremont,"-31.981633,115.781288",Security,"50,024.00",Subcontract
Australia,Claremont,"-31.981633,115.781288",Security,"52,551.00",Subcontract
Australia,Claremont,"-31.981633,115.781288",Security,"22,220.00",Subcontract
Australia,Claremont,"-31.981633,115.781288",Security,"24,055.00",Subcontract
Australia,Claremont,"-31.981633,115.781288",Security,"31,594.00",Subcontract
Australia,Claremont,"-31.981633,115.781288",Reprographics & Stationery,"22,390.00",Subcontract
Australia,Claremont,"-31.981633,115.781288",Reprographics & Stationery,"21,133.00",Subcontract
Australia,Claremont,"-31.981633,115.781288",Reprographics & Stationery,"6,281.00",Subcontract
Australia,Claremont,"-31.981633,115.781288",Utilities,"13,143.00",Subcontract
Australia,Claremont,"-31.981633,115.781288",Utilities,"52,100.00",Subcontract
Australia,Claremont,"-31.981633,115.781288",Utilities,"52,011.00",Subcontract
Australia,Claremont,"-31.981633,115.781288",Utilities,"40,259.00",Subcontract
Australia,Claremont,"-31.981633,115.781288",Utilities,"48,138.00",Subcontract
Australia,Claremont,"-31.981633,115.781288",Utilities,"32,540.00",Subcontract
Australia,Ringwood,"-37.814262,145.227386",Security,"7,531.00",Subcontract
Australia,Ringwood,"-37.814262,145.227386",Security,"26,720.00",Subcontract
Australia,Ringwood,"-37.814262,145.227386",Security,"34,206.00",Subcontract
Australia,Ringwood,"-37.814262,145.227386",Security,"40,091.00",Subcontract
Australia,Ringwood,"-37.814262,145.227386",Security,"52,123.00",Subcontract
Australia,Ringwood,"-37.814262,145.227386",Reprographics & Stationery,"9,372.00",Subcontract
Australia,Ringwood,"-37.814262,145.227386",Reprographics & Stationery,"44,707.00",Subcontract
Australia,Ringwood,"-37.814262,145.227386",Reprographics & Stationery,"15,482.00",Subcontract
Australia,Ringwood,"-37.814262,145.227386",Utilities,"45,303.00",Subcontract
Australia,Ringwood,"-37.814262,145.227386",Utilities,"6,690.00",Subcontract
Australia,Ringwood,"-37.814262,145.227386",Utilities,"48,892.00",Subcontract
Australia,Ringwood,"-37.814262,145.227386",Utilities,"46,836.00",Subcontract
Australia,Ringwood,"-37.814262,145.227386",Utilities,"18,674.00",Subcontract
Australia,Ringwood,"-37.814262,145.227386",Utilities,"21,239.00",Subcontract
Australia,Scoresby,"-37.898567,145.230362",Security,"47,329.00",Subcontract
Australia,Scoresby,"-37.898567,145.230362",Security,"33,803.00",Subcontract
Australia,Scoresby,"-37.898567,145.230362",Security,"16,693.00",Subcontract
Australia,Scoresby,"-37.898567,145.230362",Security,"7,433.00",Subcontract
Australia,Scoresby,"-37.898567,145.230362",Security,"27,080.00",Subcontract
Australia,Scoresby,"-37.898567,145.230362",Reprographics & Stationery,"54,492.00",Subcontract
Australia,Scoresby,"-37.898567,145.230362",Reprographics & Stationery,"30,487.00",Subcontract
Australia,Scoresby,"-37.898567,145.230362",Reprographics & Stationery,"26,203.00",Subcontract
Australia,Scoresby,"-37.898567,145.230362",Utilities,"27,788.00",Subcontract
Australia,Scoresby,"-37.898567,145.230362",Utilities,"16,514.00",Subcontract
Australia,Scoresby,"-37.898567,145.230362",Utilities,"10,889.00",Subcontract
Australia,Scoresby,"-37.898567,145.230362",Utilities,"15,939.00",Subcontract
Australia,Scoresby,"-37.898567,145.230362",Utilities,"34,195.00",Subcontract
Australia,Scoresby,"-37.898567,145.230362",Utilities,"51,334.00",Subcontract
Australia,Port Melbourne,"-37.836926,144.94455",Security,"47,580.00",Subcontract
Australia,Port Melbourne,"-37.836926,144.94455",Security,"11,908.00",Subcontract
Australia,Port Melbourne,"-37.836926,144.94455",Reprographics & Stationery,"39,546.00",Subcontract
Australia,Port Melbourne,"-37.836926,144.94455",Reprographics & Stationery,"17,219.00",Subcontract
Australia,Port Melbourne,"-37.836926,144.94455",Reprographics & Stationery,"13,348.00",Subcontract
Australia,Port Melbourne,"-37.836926,144.94455",Utilities,"56,165.00",Subcontract
Australia,Port Melbourne,"-37.836926,144.94455",Utilities,"29,580.00",Subcontract
Australia,Port Melbourne,"-37.836926,144.94455",Utilities,"23,446.00",Subcontract
Australia,Port Melbourne,"-37.836926,144.94455",Utilities,"12,992.00",Subcontract
Australia,Port Melbourne,"-37.836926,144.94455",Utilities,"39,244.00",Subcontract
Australia,Port Melbourne,"-37.836926,144.94455",Utilities,"26,839.00",Subcontract
Australia,South Wharf,"-37.824997,144.951999",Security,"57,046.00",Subcontract
Australia,South Wharf,"-37.824997,144.951999",Security,"6,596.00",Subcontract
Australia,South Wharf,"-37.824997,144.951999",Security,"8,089.00",Subcontract
Australia,South Wharf,"-37.824997,144.951999",Security,"18,152.00",Subcontract
