Country,Site,latitude_longitude,ServiceLine,Baseline,DeliveryType,expenseSubGroup
Australia,Scoresby,"-37.898567,145.230362",FM management & administration,12491,Self Delivery,5000 Admin Support Services
Thailand,Lad Krabang,"13.722049,100.784157",Grounds Maintenance,12491,Self Delivery,1804 Interior - Plants
India,Baddi,"30.957826,76.791356",Document Management,7612,Self Delivery,8250 Records Mgt Services
New Zealand,Dunedin,"-45.87876,170.502798",FM management & administration,23295,Self Delivery,5205 Corporate Allocations
Australia,State Sales Offices,"-37.814107,144.96328",Employee Convenience Services,9938,Self Delivery,6100 Parking Operations
India,Baddi,"30.957826,76.791356",FM management & administration,25424,Self Delivery,8240 Stock/InvControl Services
Australia,Dandenong VDC,"-37.98746,145.214861",FM management & administration,26093,Self Delivery,8200 Call Center
Australia,State Sales Offices,"-37.814107,144.96328",Fire and Security Equipment,1459,Subcontract,1700 Maint Fire/Life Safety
India,Mumbai EC,"19.030029,72.861308",FM management & administration,16126,Self Delivery,5700 Other Admin Expenses
New Zealand,Auckland DC,"-36.84846,174.763332",Employee Convenience Services,9988,Self Delivery,6100 Parking Operations
Australia,Scoresby,"-37.898567,145.230362",Catering,1455,Subcontract,8025 Catering - Equipment
Australia,South Wharf,"-37.824997,144.951999",Employee Convenience Services,10299,Self Delivery,6100 Parking Operations
New Zealand,Avondale,"-36.894517,174.696524",Grounds Maintenance,13570,Self Delivery,1804 Interior - Plants
Singapore,Jurong,"1.364434,103.775263",M&E Equipment,1436,Subcontract,1306 Lighting Cntrl Sys Maint
Singapore,Jurong,"1.364434,103.775263",Employee Convenience Services,8844,Self Delivery,6100 Parking Operations
Singapore,Jurong,"1.364434,103.775263",FM management & administration,19756,Self Delivery,8121 Move Management Services
Australia,Port Melbourne,"-37.836926,144.94455",FM management & administration,23732,Self Delivery,8240 Stock/InvControl Services
Thailand,Lad Krabang,"13.722049,100.784157",Fire and Security Equipment,1434,Subcontract,4405 Secty-Intruder Alarm Sys
Australia,Dandenong VDC,"-37.98746,145.214861",Employee Convenience Services,8917,Self Delivery,8272 Courtesy Transport Srvcs
India,Baddi,"30.957826,76.791356",FM management & administration,29284,Self Delivery,5720 IT Maintenance
Australia,Port Melbourne,"-37.836926,144.94455",FM management & administration,28352,Self Delivery,5000 Admin Support Services
Australia,Dandenong VDC,"-37.98746,145.214861","E, H, S & Q, compliance",8268,Self Delivery,8218 Health and Safety Srvcs
New Zealand,Avondale,"-36.894517,174.696524",Grounds Maintenance,21803,Self Delivery,3402 Grounds - Walkway
Australia,South Wharf,"-37.824997,144.951999",FM management & administration,24026,Self Delivery,5721 IT Maximo
Australia,Ringwood,"-37.814262,145.227386",Catering,1395,Subcontract,8032 Vending
Australia,South Wharf,"-37.824997,144.951999",FM management & administration,12708,Self Delivery,8205 Helpdesk Services
India,Mumbai EC,"19.030029,72.861308",FM management & administration,9508,Self Delivery,5721 IT Maximo
New Zealand,Avondale,"-36.894517,174.696524",Employee Convenience Services,9439,Self Delivery,8245 Wellness Center Services
New Zealand,Auckland DC,"-36.84846,174.763332",Catering,1371,Subcontract,8025 Catering - Equipment
Australia,Dandenong VDC,"-37.98746,145.214861",FM management & administration,14817,Self Delivery,8240 Stock/InvControl Services
India,Baddi,"30.957826,76.791356",Grounds Maintenance,23982,Self Delivery,3100 Road/Ground-Landscaping
New Zealand,Dunedin,"-45.87876,170.502798",Employee Convenience Services,9093,Self Delivery,8270 ATM Machine Services
Australia,Port Melbourne,"-37.836926,144.94455",FM management & administration,29933,Self Delivery,5700 Other Admin Expenses
Singapore,Jurong,"1.364434,103.775263",M&E Equipment,1360,Subcontract,1301 Ventilation System Maint
Australia,Port Melbourne,"-37.836926,144.94455",FM management & administration,15265,Self Delivery,8200 Call Center
Australia,South Wharf,"-37.824997,144.951999",Grounds Maintenance,16024,Self Delivery,1804 Interior - Plants
India,Baddi,"30.957826,76.791356",Cleaning,1354,Subcontract,0500 Trash Removal
Australia,Dandenong VDC,"-37.98746,145.214861",Employee Convenience Services,8726,Self Delivery,6100 Parking Operations
Australia,South Wharf,"-37.824997,144.951999",Employee Convenience Services,8328,Self Delivery,8272 Courtesy Transport Srvcs
India,Baddi,"30.957826,76.791356",FM management & administration,23858,Self Delivery,5721 IT Maximo
New Zealand,Avondale,"-36.894517,174.696524",FM management & administration,11680,Self Delivery,5205 Corporate Allocations
Australia,State Sales Offices,"-37.814107,144.96328",FM management & administration,30796,Self Delivery,8200 Call Center
Australia,Port Melbourne,"-37.836926,144.94455",FM management & administration,21730,Self Delivery,8205 Helpdesk Services
Australia,Scoresby,"-37.898567,145.230362",Catering,1332,Subcontract,8032 Vending
Australia,Claremont,"-31.981633,115.781288",Catering,1329,Subcontract,8025 Catering - Equipment
Singapore,Keppel Bay Towers,"1.352083,103.819836",Cleaning,1329,Subcontract,1801 Interior - Pest Control
Australia,Scoresby,"-37.898567,145.230362",Document Management,7612,Self Delivery,8250 Records Mgt Services
New Zealand,Dunedin,"-45.87876,170.502798",Grounds Maintenance,15570,Self Delivery,3400 Roads/Grounds - Other
India,Mumbai EC,"19.030029,72.861308",Building Fabric,1294,Self Delivery,1850 Ext-Building Repair&Maint
India,Baddi,"30.957826,76.791356",Grounds Maintenance,10799,Self Delivery,3402 Grounds - Walkway
New Zealand,Auckland DC,"-36.84846,174.763332","E, H, S & Q, compliance",10187,Self Delivery,8218 Health and Safety Srvcs
Australia,Claremont,"-31.981633,115.781288",Document Management,9318,Self Delivery,8250 Records Mgt Services
Australia,Dandenong VDC,"-37.98746,145.214861",FM management & administration,20900,Self Delivery,5402 Prof Fees-Consltng Srvcs
Australia,Scoresby,"-37.898567,145.230362",Grounds Maintenance,27122,Self Delivery,3403 Grounds - Lighting
New Zealand,Dunedin,"-45.87876,170.502798",Grounds Maintenance,31102,Self Delivery,1804 Interior - Plants
Australia,State Sales Offices,"-37.814107,144.96328",FM management & administration,26879,Self Delivery,8205 Helpdesk Services
Australia,Scoresby,"-37.898567,145.230362",FM management & administration,24467,Self Delivery,5721 IT Maximo
Thailand,Lad Krabang,"13.722049,100.784157",Grounds Maintenance,24467,Self Delivery,3400 Roads/Grounds - Other
Singapore,Jurong,"1.364434,103.775263",Employee Convenience Services,8911,Self Delivery,8272 Courtesy Transport Srvcs
Singapore,Jurong,"1.364434,103.775263",FM management & administration,7599,Self Delivery,8126 Office Equipment Mgt
Australia,Dandenong VDC,"-37.98746,145.214861",Grounds Maintenance,1263,Self Delivery,3100 Road/Ground-Landscaping
Australia,Claremont,"-31.981633,115.781288",FM management & administration,29891,Self Delivery,5720 IT Maintenance
Singapore,Keppel Bay Towers,"1.352083,103.819836",FM management & administration,29891,Self Delivery,5700 Other Admin Expenses
India,Baddi,"30.957826,76.791356",Employee Convenience Services,9010,Self Delivery,8272 Courtesy Transport Srvcs
India,Mumbai EC,"19.030029,72.861308",Grounds Maintenance,25971,Self Delivery,3100 Road/Ground-Landscaping
Australia,South Wharf,"-37.824997,144.951999",Grounds Maintenance,18588,Self Delivery,3400 Roads/Grounds - Other
Australia,Port Melbourne,"-37.836926,144.94455",M&E Equipment,1232,Subcontract,1906 Appliance Maint&Testing
Australia,State Sales Offices,"-37.814107,144.96328",Catering,1227,Subcontract,8024 Catering - Hospitality
New Zealand,Dunedin,"-45.87876,170.502798",FM management & administration,26675,Self Delivery,5720 IT Maintenance
Australia,Claremont,"-31.981633,115.781288",FM management & administration,10539,Self Delivery,5402 Prof Fees-Consltng Srvcs
Australia,Ringwood,"-37.814262,145.227386",Employee Convenience Services,9361,Self Delivery,8245 Wellness Center Services
New Zealand,Auckland DC,"-36.84846,174.763332",FM management & administration,18356,Self Delivery,8200 Call Center
Singapore,Keppel Bay Towers,"1.352083,103.819836",FM management & administration,10539,Self Delivery,5000 Admin Support Services
Australia,Port Melbourne,"-37.836926,144.94455",Employee Convenience Services,9259,Self Delivery,8245 Wellness Center Services
New Zealand,Avondale,"-36.894517,174.696524",FM management & administration,26794,Self Delivery,5402 Prof Fees-Consltng Srvcs
New Zealand,Dunedin,"-45.87876,170.502798",Security,1199,Subcontract,4300 Security - Monitoring
Australia,Port Melbourne,"-37.836926,144.94455",Employee Convenience Services,7232,Self Delivery,8272 Courtesy Transport Srvcs
New Zealand,Avondale,"-36.894517,174.696524",FM management & administration,19784,Self Delivery,5721 IT Maximo
Australia,Claremont,"-31.981633,115.781288",Catering,1189,Subcontract,8024 Catering - Hospitality
Australia,Port Melbourne,"-37.836926,144.94455",Catering,1181,Subcontract,8032 Vending
Australia,Claremont,"-31.981633,115.781288",Grounds Maintenance,16940,Self Delivery,1804 Interior - Plants
Australia,Claremont,"-31.981633,115.781288",Grounds Maintenance,12248,Self Delivery,3403 Grounds - Lighting
Singapore,Keppel Bay Towers,"1.352083,103.819836",FM management & administration,16940,Self Delivery,8240 Stock/InvControl Services
Singapore,Keppel Bay Towers,"1.352083,103.819836",FM management & administration,12248,Self Delivery,5205 Corporate Allocations
Australia,Scoresby,"-37.898567,145.230362",FM management & administration,24687,Self Delivery,8240 Stock/InvControl Services
Thailand,Lad Krabang,"13.722049,100.784157",M&E Equipment,1179,Subcontract,8133 Maintenance Mgt System
Australia,Port Melbourne,"-37.836926,144.94455",Employee Convenience Services,9297,Self Delivery,6100 Parking Operations
New Zealand,Avondale,"-36.894517,174.696524",FM management & administration,28113,Self Delivery,8126 Office Equipment Mgt
New Zealand,Dunedin,"-45.87876,170.502798",Business Continuity & DR,1171,Self Delivery,9001 Business Continuity & DR
Australia,Claremont,"-31.981633,115.781288",FM management & administration,18172,Self Delivery,8126 Office Equipment Mgt
Singapore,Keppel Bay Towers,"1.352083,103.819836",FM management & administration,18172,Self Delivery,5720 IT Maintenance
Australia,Port Melbourne,"-37.836926,144.94455",Cleaning,1157,Subcontract,0301 Window Cleaning
New Zealand,Dunedin,"-45.87876,170.502798",FM management & administration,7158,Self Delivery,8121 Move Management Services
Singapore,Keppel Bay Towers,"1.352083,103.819836",Document Management,7242,Self Delivery,8250 Records Mgt Services
India,Mumbai EC,"19.030029,72.861308",Employee Convenience Services,9163,Self Delivery,6100 Parking Operations
Singapore,Jurong,"1.364434,103.775263",FM management & administration,7861,Self Delivery,5402 Prof Fees-Consltng Srvcs
Australia,Scoresby,"-37.898567,145.230362",Grounds Maintenance,26021,Self Delivery,3500 Roads
Singapore,Jurong,"1.364434,103.775263",Grounds Maintenance,30589,Self Delivery,1804 Interior - Plants
Singapore,Keppel Bay Towers,"1.352083,103.819836",Employee Convenience Services,7898,Self Delivery,8272 Courtesy Transport Srvcs
Singapore,Keppel Bay Towers,"1.352083,103.819836",Cleaning,1132,Subcontract,0506 Trash Removal-Confidntl
India,Baddi,"30.957826,76.791356",FM management & administration,1129,Self Delivery,5700 Other Admin Expenses
Australia,Scoresby,"-37.898567,145.230362",FM management & administration,18253,Self Delivery,5402 Prof Fees-Consltng Srvcs
Thailand,Lad Krabang,"13.722049,100.784157",Grounds Maintenance,18253,Self Delivery,3402 Grounds - Walkway
Australia,State Sales Offices,"-37.814107,144.96328",Employee Convenience Services,9466,Self Delivery,8270 ATM Machine Services
India,Baddi,"30.957826,76.791356",FM management & administration,21232,Self Delivery,8200 Call Center
Singapore,Jurong,"1.364434,103.775263",Catering,1107,Subcontract,1910 Maint-Kitchen Equpt
Australia,Port Melbourne,"-37.836926,144.94455",Grounds Maintenance,28358,Self Delivery,3402 Grounds - Walkway
New Zealand,Avondale,"-36.894517,174.696524",Catering,1093,Subcontract,8024 Catering - Hospitality
Australia,Dandenong VDC,"-37.98746,145.214861",Catering,1090,Subcontract,8024 Catering - Hospitality
Singapore,Jurong,"1.364434,103.775263",Catering,1072,Subcontract,8024 Catering - Hospitality
India,Baddi,"30.957826,76.791356",Building Fabric,19056,Self Delivery,1100 Building Maint Services
India,Mumbai EC,"19.030029,72.861308",Employee Convenience Services,8567,Self Delivery,8270 ATM Machine Services
India,Mumbai EC,"19.030029,72.861308",Grounds Maintenance,16006,Self Delivery,3400 Roads/Grounds - Other
Australia,South Wharf,"-37.824997,144.951999",Building Fabric,1048,Self Delivery,1100 Building Maint Services
Singapore,Jurong,"1.364434,103.775263",Catering,1047,Subcontract,8032 Vending
New Zealand,Auckland DC,"-36.84846,174.763332",Document Management,8353,Self Delivery,8250 Records Mgt Services
New Zealand,Dunedin,"-45.87876,170.502798",FM management & administration,23372,Self Delivery,8200 Call Center
Australia,Scoresby,"-37.898567,145.230362",FM management & administration,28805,Self Delivery,5205 Corporate Allocations
Australia,State Sales Offices,"-37.814107,144.96328",Building Fabric,1024,Self Delivery,1200 Bldg R/M-Elev/Escltr Mnt
India,Mumbai EC,"19.030029,72.861308",FM management & administration,26899,Self Delivery,8121 Move Management Services
New Zealand,Avondale,"-36.894517,174.696524",Employee Convenience Services,8023,Self Delivery,8272 Courtesy Transport Srvcs
Australia,Ringwood,"-37.814262,145.227386",FM management & administration,26872,Self Delivery,8126 Office Equipment Mgt
Thailand,Lad Krabang,"13.722049,100.784157",FM management & administration,26872,Self Delivery,5000 Admin Support Services
Australia,State Sales Offices,"-37.814107,144.96328",Grounds Maintenance,14988,Self Delivery,3100 Road/Ground-Landscaping
Australia,South Wharf,"-37.824997,144.951999",FM management & administration,8976,Self Delivery,8121 Move Management Services
Singapore,Jurong,"1.364434,103.775263",Grounds Maintenance,16381,Self Delivery,3402 Grounds - Walkway
Thailand,Lad Krabang,"13.722049,100.784157",Employee Convenience Services,8624,Self Delivery,8270 ATM Machine Services
Australia,Ringwood,"-37.814262,145.227386",FM management & administration,30821,Self Delivery,8121 Move Management Services
Thailand,Lad Krabang,"13.722049,100.784157",FM management & administration,30821,Self Delivery,5700 Other Admin Expenses
Australia,Scoresby,"-37.898567,145.230362",FM management & administration,22595,Self Delivery,5700 Other Admin Expenses
Thailand,Lad Krabang,"13.722049,100.784157",Grounds Maintenance,22595,Self Delivery,3500 Roads
Australia,Dandenong VDC,"-37.98746,145.214861",FM management & administration,18306,Self Delivery,5720 IT Maintenance
New Zealand,Dunedin,"-45.87876,170.502798",FM management & administration,8307,Self Delivery,5402 Prof Fees-Consltng Srvcs
India,Baddi,"30.957826,76.791356",Employee Convenience Services,956,Self Delivery,8245 Wellness Center Services
Singapore,Jurong,"1.364434,103.775263",Grounds Maintenance,19387,Self Delivery,3403 Grounds - Lighting
Thailand,Lad Krabang,"13.722049,100.784157",Employee Convenience Services,9448,Self Delivery,6100 Parking Operations
Australia,Scoresby,"-37.898567,145.230362",FM management & administration,28056,Self Delivery,8121 Move Management Services
Australia,Port Melbourne,"-37.836926,144.94455",Grounds Maintenance,21057,Self Delivery,3400 Roads/Grounds - Other
Australia,Ringwood,"-37.814262,145.227386",Grounds Maintenance,14514,Self Delivery,3403 Grounds - Lighting
Thailand,Lad Krabang,"13.722049,100.784157",FM management & administration,14514,Self Delivery,8240 Stock/InvControl Services
Singapore,Jurong,"1.364434,103.775263",FM management & administration,13792,Self Delivery,8240 Stock/InvControl Services
Singapore,Keppel Bay Towers,"1.352083,103.819836",Employee Convenience Services,9857,Self Delivery,8245 Wellness Center Services
Australia,South Wharf,"-37.824997,144.951999",Grounds Maintenance,14364,Self Delivery,3500 Roads
Australia,State Sales Offices,"-37.814107,144.96328",M&E Equipment,902,Subcontract,1300 Building R/M-HVAC Maint
Australia,Claremont,"-31.981633,115.781288",Employee Convenience Services,9546,Self Delivery,6100 Parking Operations
Australia,Port Melbourne,"-37.836926,144.94455",FM management & administration,24077,Self Delivery,5721 IT Maximo
India,Baddi,"30.957826,76.791356","E, H, S & Q, compliance",8923,Self Delivery,8215 Env Health and Safety
India,Mumbai EC,"19.030029,72.861308",FM management & administration,18225,Self Delivery,8205 Helpdesk Services
New Zealand,Auckland DC,"-36.84846,174.763332",FM management & administration,22508,Self Delivery,8121 Move Management Services
Australia,Claremont,"-31.981633,115.781288","E, H, S & Q, compliance",7831,Self Delivery,8215 Env Health and Safety
New Zealand,Auckland DC,"-36.84846,174.763332",FM management & administration,28128,Self Delivery,5700 Other Admin Expenses
Australia,Ringwood,"-37.814262,145.227386",FM management & administration,7040,Self Delivery,8200 Call Center
Thailand,Lad Krabang,"13.722049,100.784157",FM management & administration,7040,Self Delivery,5402 Prof Fees-Consltng Srvcs
Australia,Ringwood,"-37.814262,145.227386",Grounds Maintenance,12872,Self Delivery,3400 Roads/Grounds - Other
Thailand,Lad Krabang,"13.722049,100.784157",FM management & administration,12872,Self Delivery,5205 Corporate Allocations
Australia,State Sales Offices,"-37.814107,144.96328",Grounds Maintenance,10178,Self Delivery,1804 Interior - Plants
India,Mumbai EC,"19.030029,72.861308",Cleaning,849,Subcontract,1801 Interior - Pest Control
Australia,Scoresby,"-37.898567,145.230362",FM management & administration,27680,Self Delivery,8205 Helpdesk Services
Australia,State Sales Offices,"-37.814107,144.96328",Employee Convenience Services,7934,Self Delivery,8245 Wellness Center Services
India,Baddi,"30.957826,76.791356",FM management & administration,8418,Self Delivery,8121 Move Management Services
Australia,Dandenong VDC,"-37.98746,145.214861",M&E Equipment,831,Subcontract,1600 Maint-Plumbing
Australia,Scoresby,"-37.898567,145.230362","E, H, S & Q, compliance",9825,Self Delivery,8215 Env Health and Safety
New Zealand,Auckland DC,"-36.84846,174.763332",Grounds Maintenance,27944,Self Delivery,1804 Interior - Plants
Australia,State Sales Offices,"-37.814107,144.96328",FM management & administration,19266,Self Delivery,5205 Corporate Allocations
Australia,South Wharf,"-37.824997,144.951999",FM management & administration,7479,Self Delivery,5700 Other Admin Expenses
Australia,Scoresby,"-37.898567,145.230362",Grounds Maintenance,19415,Self Delivery,3400 Roads/Grounds - Other
Australia,Ringwood,"-37.814262,145.227386",Grounds Maintenance,11293,Self Delivery,3402 Grounds - Walkway
Thailand,Lad Krabang,"13.722049,100.784157",FM management & administration,11293,Self Delivery,8205 Helpdesk Services
Australia,Port Melbourne,"-37.836926,144.94455",Employee Convenience Services,7602,Self Delivery,8270 ATM Machine Services
New Zealand,Avondale,"-36.894517,174.696524",FM management & administration,26642,Self Delivery,5720 IT Maintenance
New Zealand,Auckland DC,"-36.84846,174.763332","Meetings, Communications, Events",795,Self Delivery,8263 Event Management
Australia,Ringwood,"-37.814262,145.227386",FM management & administration,6801,Self Delivery,5000 Admin Support Services
Australia,State Sales Offices,"-37.814107,144.96328",FM management & administration,19113,Self Delivery,5402 Prof Fees-Consltng Srvcs
Singapore,Keppel Bay Towers,"1.352083,103.819836",Grounds Maintenance,6801,Self Delivery,3100 Road/Ground-Landscaping
India,Baddi,"30.957826,76.791356",Building Fabric,788,Self Delivery,1200 Bldg R/M-Elev/Escltr Mnt
Australia,Scoresby,"-37.898567,145.230362",Employee Convenience Services,9599,Self Delivery,6100 Parking Operations
New Zealand,Avondale,"-36.894517,174.696524",FM management & administration,29734,Self Delivery,5000 Admin Support Services
India,Baddi,"30.957826,76.791356",Grounds Maintenance,8751,Self Delivery,3500 Roads
New Zealand,Dunedin,"-45.87876,170.502798",Employee Convenience Services,7364,Self Delivery,6100 Parking Operations
Australia,State Sales Offices,"-37.814107,144.96328",FM management & administration,7108,Self Delivery,5700 Other Admin Expenses
Australia,Port Melbourne,"-37.836926,144.94455",M&E Equipment,768,Subcontract,1303 Building Chiller Maint
Australia,Claremont,"-31.981633,115.781288",FM management & administration,15397,Self Delivery,8205 Helpdesk Services
Singapore,Keppel Bay Towers,"1.352083,103.819836",FM management & administration,15397,Self Delivery,8121 Move Management Services
India,Baddi,"30.957826,76.791356",Grounds Maintenance,12080,Self Delivery,3403 Grounds - Lighting
New Zealand,Auckland DC,"-36.84846,174.763332",Employee Convenience Services,7256,Self Delivery,8245 Wellness Center Services
Australia,Dandenong VDC,"-37.98746,145.214861","E, H, S & Q, compliance",7003,Self Delivery,8215 Env Health and Safety
New Zealand,Avondale,"-36.894517,174.696524",Grounds Maintenance,14665,Self Delivery,3500 Roads
Singapore,Keppel Bay Towers,"1.352083,103.819836",Reprographics & Stationery,751,Subcontract,8151 Stationery Management
Australia,State Sales Offices,"-37.814107,144.96328",Grounds Maintenance,19602,Self Delivery,3400 Roads/Grounds - Other
Thailand,Lad Krabang,"13.722049,100.784157",Catering,743,Subcontract,1910 Maint-Kitchen Equpt
Australia,Ringwood,"-37.814262,145.227386",Grounds Maintenance,25216,Self Delivery,1804 Interior - Plants
Thailand,Lad Krabang,"13.722049,100.784157",FM management & administration,25216,Self Delivery,8121 Move Management Services
Australia,Dandenong VDC,"-37.98746,145.214861",Grounds Maintenance,7451,Self Delivery,3402 Grounds - Walkway
Australia,Claremont,"-31.981633,115.781288",FM management & administration,14711,Self Delivery,5000 Admin Support Services
India,Baddi,"30.957826,76.791356",FM management & administration,7636,Self Delivery,5205 Corporate Allocations
India,Mumbai EC,"19.030029,72.861308","E, H, S & Q, compliance",9394,Self Delivery,8215 Env Health and Safety
India,Mumbai EC,"19.030029,72.861308",Grounds Maintenance,9045,Self Delivery,3500 Roads
New Zealand,Dunedin,"-45.87876,170.502798",Employee Convenience Services,8863,Self Delivery,8245 Wellness Center Services
Singapore,Jurong,"1.364434,103.775263",Grounds Maintenance,14711,Self Delivery,3400 Roads/Grounds - Other
India,Mumbai EC,"19.030029,72.861308","E, H, S & Q, compliance",8099,Self Delivery,8218 Health and Safety Srvcs
India,Mumbai EC,"19.030029,72.861308",Grounds Maintenance,14180,Self Delivery,3402 Grounds - Walkway
Australia,Scoresby,"-37.898567,145.230362","E, H, S & Q, compliance",8783,Self Delivery,8218 Health and Safety Srvcs
New Zealand,Auckland DC,"-36.84846,174.763332",Grounds Maintenance,14368,Self Delivery,3500 Roads
India,Mumbai EC,"19.030029,72.861308",Document Management,4866,Self Delivery,8250 Records Mgt Services
New Zealand,Dunedin,"-45.87876,170.502798",Grounds Maintenance,26575,Self Delivery,3100 Road/Ground-Landscaping
Australia,Port Melbourne,"-37.836926,144.94455",Grounds Maintenance,23229,Self Delivery,3500 Roads
Australia,Ringwood,"-37.814262,145.227386",Document Management,9051,Self Delivery,8250 Records Mgt Services
New Zealand,Dunedin,"-45.87876,170.502798",Grounds Maintenance,8432,Self Delivery,3403 Grounds - Lighting
Singapore,Keppel Bay Towers,"1.352083,103.819836",Fire and Security Equipment,712,Subcontract,1700 Maint Fire/Life Safety
Australia,Ringwood,"-37.814262,145.227386",FM management & administration,23039,Self Delivery,5700 Other Admin Expenses
Singapore,Keppel Bay Towers,"1.352083,103.819836",Grounds Maintenance,23039,Self Delivery,3500 Roads
India,Baddi,"30.957826,76.791356",FM management & administration,708,Self Delivery,5402 Prof Fees-Consltng Srvcs
India,Baddi,"30.957826,76.791356",Fire and Security Equipment,691,Subcontract,1700 Maint Fire/Life Safety
Australia,South Wharf,"-37.824997,144.951999",FM management & administration,26070,Self Delivery,8126 Office Equipment Mgt
Australia,State Sales Offices,"-37.814107,144.96328",Grounds Maintenance,17685,Self Delivery,3403 Grounds - Lighting
Australia,State Sales Offices,"-37.814107,144.96328",Grounds Maintenance,17094,Self Delivery,3402 Grounds - Walkway
Thailand,Lad Krabang,"13.722049,100.784157",Cleaning,659,Subcontract,0310 Other Specialized Clng
Australia,Port Melbourne,"-37.836926,144.94455",Document Management,5515,Self Delivery,8250 Records Mgt Services
New Zealand,Dunedin,"-45.87876,170.502798",Grounds Maintenance,23855,Self Delivery,3402 Grounds - Walkway
New Zealand,Avondale,"-36.894517,174.696524",Document Management,4044,Self Delivery,8250 Records Mgt Services
New Zealand,Dunedin,"-45.87876,170.502798",FM management & administration,26987,Self Delivery,8205 Helpdesk Services
Australia,State Sales Offices,"-37.814107,144.96328",Document Management,4833,Self Delivery,8250 Records Mgt Services
New Zealand,Auckland DC,"-36.84846,174.763332",FM management & administration,25100,Self Delivery,5000 Admin Support Services
Australia,South Wharf,"-37.824997,144.951999","E, H, S & Q, compliance",6640,Self Delivery,8215 Env Health and Safety
New Zealand,Avondale,"-36.894517,174.696524",FM management & administration,29183,Self Delivery,8121 Move Management Services
Australia,State Sales Offices,"-37.814107,144.96328",FM management & administration,15989,Self Delivery,8240 Stock/InvControl Services
New Zealand,Dunedin,"-45.87876,170.502798",Document Management,3769,Self Delivery,8250 Records Mgt Services
New Zealand,Dunedin,"-45.87876,170.502798",FM management & administration,14582,Self Delivery,8240 Stock/InvControl Services
Singapore,Jurong,"1.364434,103.775263",FM management & administration,14658,Self Delivery,8205 Helpdesk Services
Singapore,Keppel Bay Towers,"1.352083,103.819836","E, H, S & Q, compliance",9487,Self Delivery,8218 Health and Safety Srvcs
Thailand,Lad Krabang,"13.722049,100.784157",Employee Convenience Services,592,Self Delivery,8245 Wellness Center Services
Australia,Port Melbourne,"-37.836926,144.94455","E, H, S & Q, compliance",6862,Self Delivery,8218 Health and Safety Srvcs
New Zealand,Avondale,"-36.894517,174.696524",FM management & administration,25472,Self Delivery,5700 Other Admin Expenses
India,Baddi,"30.957826,76.791356","E, H, S & Q, compliance",7183,Self Delivery,8218 Health and Safety Srvcs
India,Mumbai EC,"19.030029,72.861308",FM management & administration,11621,Self Delivery,8240 Stock/InvControl Services
Australia,Dandenong VDC,"-37.98746,145.214861",FM management & administration,26446,Self Delivery,5700 Other Admin Expenses
Australia,Claremont,"-31.981633,115.781288",FM management & administration,10320,Self Delivery,5700 Other Admin Expenses
Australia,Scoresby,"-37.898567,145.230362",FM management & administration,10320,Self Delivery,8126 Office Equipment Mgt
Australia,Port Melbourne,"-37.836926,144.94455",Grounds Maintenance,8138,Self Delivery,3403 Grounds - Lighting
India,Baddi,"30.957826,76.791356",Employee Convenience Services,9302,Self Delivery,8270 ATM Machine Services
India,Mumbai EC,"19.030029,72.861308",FM management & administration,14789,Self Delivery,5205 Corporate Allocations
Australia,Dandenong VDC,"-37.98746,145.214861",FM management & administration,7841,Self Delivery,5205 Corporate Allocations
Singapore,Jurong,"1.364434,103.775263",Cleaning,530,Subcontract,0307 High Tech Cleaning
Australia,Claremont,"-31.981633,115.781288",Employee Convenience Services,6913,Self Delivery,8245 Wellness Center Services
New Zealand,Auckland DC,"-36.84846,174.763332",FM management & administration,14098,Self Delivery,5720 IT Maintenance
Singapore,Jurong,"1.364434,103.775263",M&E Equipment,512,Subcontract,1600 Maint-Plumbing
Australia,State Sales Offices,"-37.814107,144.96328","E, H, S & Q, compliance",6962,Self Delivery,8218 Health and Safety Srvcs
India,Baddi,"30.957826,76.791356",FM management & administration,27772,Self Delivery,8126 Office Equipment Mgt
Australia,Port Melbourne,"-37.836926,144.94455",FM management & administration,12626,Self Delivery,8121 Move Management Services
Australia,Dandenong VDC,"-37.98746,145.214861",FM management & administration,25229,Self Delivery,8121 Move Management Services
Australia,Claremont,"-31.981633,115.781288",Mail Room & Reception,4445,Self Delivery,8238 Courier Services
India,Baddi,"30.957826,76.791356","Meetings, Communications, Events",4445,Self Delivery,8260 Conference Rooms
Australia,Port Melbourne,"-37.836926,144.94455","Meetings, Communications, Events",3017,Self Delivery,8264 AV/Video Conf Srvcs
New Zealand,Avondale,"-36.894517,174.696524","Meetings, Communications, Events",4931,Self Delivery,8260 Conference Rooms
Thailand,Lad Krabang,"13.722049,100.784157",Mail Room & Reception,3017,Self Delivery,8255 Shipping and Receiving
New Zealand,Dunedin,"-45.87876,170.502798",Catering,488,Subcontract,1910 Maint-Kitchen Equpt
New Zealand,Dunedin,"-45.87876,170.502798",Mail Room & Reception,3434,Self Delivery,5710 Reception Services
Australia,State Sales Offices,"-37.814107,144.96328",Employee Convenience Services,7795,Self Delivery,8272 Courtesy Transport Srvcs
India,Baddi,"30.957826,76.791356",FM management & administration,7139,Self Delivery,8205 Helpdesk Services
Australia,Dandenong VDC,"-37.98746,145.214861",Mail Room & Reception,5350,Self Delivery,8255 Shipping and Receiving
Australia,South Wharf,"-37.824997,144.951999","Meetings, Communications, Events",2862,Self Delivery,8264 AV/Video Conf Srvcs
